Contig,Feature,Feature Start in Contig,Feature End in Contig,Feature Direction in Contig,Domain Accession,Domain Start in Feature,Domain End in Feature,E-value,Bit Score,Domain Coverage,Domain Description
NC_004347,IOPOJEFP_04025,4391691,4393157,-,TIGR01082,22,471,1.3E-179,596.0,0.9977728285077951,murC: UDP-N-acetylmuramate--L-alanine ligase
NC_004347,IOPOJEFP_04026,4393160,4394248,-,TIGR01133,6,354,3.3E-110,366.3,0.9830028328611898,murG: undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase
NC_004347,IOPOJEFP_04027,4394248,4395459,-,TIGR02614,34,389,6.4E-128,424.7,0.9971988795518207,ftsW: cell division protein FtsW
NC_004347,IOPOJEFP_04028,4395449,4396768,-,TIGR01087,9,434,1.5E-120,401.2,0.9909297052154195,murD: UDP-N-acetylmuramoylalanine--D-glutamate ligase
NC_004347,IOPOJEFP_04029,4396775,4397857,-,TIGR00445,37,360,3.0E-143,475.1,1.0,mraY: phospho-N-acetylmuramoyl-pentapeptide-transferase
NC_004347,IOPOJEFP_04030,4397858,4399240,-,TIGR01143,30,449,2.7E-135,449.5,0.9952153110047847,murF: UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
NC_004347,IOPOJEFP_04031,4399240,4400718,-,TIGR01085,22,488,3.6E-153,508.8,0.9851694915254238,murE: UDP-N-acetylmuramyl-tripeptide synthetase
NC_004347,IOPOJEFP_04033,4402480,4402794,-,TIGR02209,20,102,2.0E-21,73.7,0.9764705882352941,ftsL_broad: cell division protein FtsL
NC_004347,IOPOJEFP_04034,4402806,4403747,-,TIGR00006,3,310,5.6E-126,418.1,0.9903225806451613,TIGR00006: 16S rRNA (cytosine(1402)-N(4))-methyltransferase
NC_004347,IOPOJEFP_04035,4403778,4404236,-,TIGR00242,1,151,7.7E-52,173.0,0.9930555555555556,TIGR00242: division/cell wall cluster transcriptional repressor MraZ
NC_004347,IOPOJEFP_04037,4405462,4406946,-,TIGR01311,4,493,6.8E-224,741.7,0.9959677419354839,glycerol_kin: glycerol kinase
NC_004347,IOPOJEFP_04041,4410427,4411032,-,TIGR00171,1,189,2.9E-82,273.0,1.0,"leuD: 3-isopropylmalate dehydratase, small subunit"
NC_004347,IOPOJEFP_04042,4411057,4412481,-,TIGR00170,10,472,1.4E-252,836.2,0.9957081545064378,"leuC: 3-isopropylmalate dehydratase, large subunit"
NC_004347,IOPOJEFP_04043,4412481,4413575,-,TIGR00169,4,347,9.2E-159,526.0,0.9799426934097422,leuB: 3-isopropylmalate dehydrogenase
NC_004347,IOPOJEFP_04044,4413627,4415195,-,TIGR00973,4,498,8.6E-237,784.4,1.0,leuA_bact: 2-isopropylmalate synthase
NC_004347,IOPOJEFP_04048,4418799,4420622,-,TIGR01389,16,602,3.9E-243,806.2,0.9932318104906938,recQ: ATP-dependent DNA helicase RecQ
NC_004347,IOPOJEFP_04049,4420874,4421338,+,TIGR00369,23,152,3.8E-16,57.2,0.9829059829059829,unchar_dom_1: uncharacterized domain 1
NC_004347,IOPOJEFP_04050,4421555,4422439,+,TIGR00688,8,260,1.9E-86,287.7,0.9921875,rarD: protein RarD
NC_004347,IOPOJEFP_04052,4423106,4424425,-,TIGR01890,6,438,1.3E-190,631.9,0.9976689976689976,N-Ac-Glu-synth: amino-acid N-acetyltransferase
NC_004347,IOPOJEFP_04053,4424748,4424921,-,TIGR01023,1,57,1.3E-25,87.5,1.0,rpmG_bact: ribosomal protein bL33
NC_004347,IOPOJEFP_04054,4424928,4425164,-,TIGR00009,1,57,4.1E-29,98.8,0.9827586206896551,L28: ribosomal protein bL28
NC_004347,IOPOJEFP_04055,4425286,4425963,-,TIGR00608,12,224,1.4E-70,235.4,0.9954128440366973,radc: DNA repair protein RadC
NC_004347,IOPOJEFP_04056,4426092,4427312,+,TIGR00521,5,400,5.2E-151,501.1,0.9923469387755102,coaBC_dfp: phosphopantothenoylcysteine decarboxylase / phosphopantothenate--cysteine ligase
NC_004347,IOPOJEFP_04057,4427313,4427771,+,TIGR00576,11,150,1.2E-48,162.5,0.972027972027972,dut: dUTP diphosphatase
NC_004347,IOPOJEFP_04060,4430787,4431437,+,TIGR00063,37,214,5.0E-78,258.7,0.9833333333333333,folE: GTP cyclohydrolase I
NC_004347,IOPOJEFP_04061,4431526,4432173,-,TIGR00336,10,187,9.6E-66,218.8,1.0,pyrE: orotate phosphoribosyltransferase
NC_004347,IOPOJEFP_04062,4432347,4433060,-,TIGR01966,2,236,1.2E-113,376.1,0.9957627118644068,RNasePH: ribonuclease PH
NC_004347,IOPOJEFP_04063,4433270,4434133,+,TIGR00255,1,287,2.7E-110,366.6,1.0,TIGR00255: TIGR00255 family protein
NC_004347,IOPOJEFP_04081,4453218,4454021,-,TIGR00753,9,260,9.6E-76,252.8,1.0,undec_PP_bacA: undecaprenyl-diphosphatase UppP
NC_004347,IOPOJEFP_04087,4457402,4458379,+,TIGR03718,12,322,3.6E-121,402.2,0.9933993399339934,"R_switched_Alx: integral membrane protein, TerC family"
NC_004347,IOPOJEFP_04092,4461239,4462603,+,TIGR00933,44,426,6.4E-101,336.2,0.9974424552429667,"2a38: potassium uptake protein, TrkH family"
NC_004347,IOPOJEFP_04098,4468447,4469196,-,TIGR00972,4,249,7.8E-128,423.0,0.9959677419354839,"3a0107s01c2: phosphate ABC transporter, ATP-binding protein"
NC_004347,IOPOJEFP_04099,4469239,4470102,-,TIGR00974,22,286,2.3E-87,290.5,0.9779411764705882,"3a0107s02c: phosphate ABC transporter, permease protein PstA"
NC_004347,IOPOJEFP_04100,4470105,4471010,-,TIGR02138,26,298,1.7E-85,284.6,0.9864864864864865,"phosphate_pstC: phosphate ABC transporter, permease protein PstC"
NC_004347,IOPOJEFP_04101,4471059,4471868,-,TIGR02136,20,267,9.4E-91,302.0,0.8745762711864407,ptsS_2: phosphate binding protein
NC_004347,IOPOJEFP_04112,4480851,4481597,+,TIGR03652,27,244,2.4E-76,254.3,1.0,FeS_repair_RIC: iron-sulfur cluster repair di-iron protein
NC_004347,IOPOJEFP_04115,4482906,4483628,-,TIGR01549,127,201,6.8E-9,34.3,0.5033557046979866,"HAD-SF-IA-v1: HAD hydrolase, family IA, variant 1"
NC_004347,IOPOJEFP_04116,4483628,4484548,-,TIGR02224,18,302,5.5E-108,358.8,0.9966101694915255,recomb_XerC: tyrosine recombinase XerC
NC_004347,IOPOJEFP_04118,4485201,4486028,-,TIGR00652,2,274,1.5E-98,327.5,0.9962962962962963,DapF: diaminopimelate epimerase
NC_004347,IOPOJEFP_04119,4486099,4487343,-,TIGR01048,7,410,1.9E-159,528.6,0.988009592326139,lysA: diaminopimelate decarboxylase
NC_004347,IOPOJEFP_04121,4487648,4487977,+,TIGR03421,4,108,2.2E-38,128.4,0.9903846153846154,FeS_CyaY: iron donor protein CyaY
NC_004347,IOPOJEFP_04123,4490634,4491566,+,TIGR00212,6,297,1.5E-111,370.1,0.9965870307167235,hemC: hydroxymethylbilane synthase
NC_004347,IOPOJEFP_04126,4493613,4494779,+,TIGR00540,4,385,1.9E-73,245.4,0.9948051948051948,TPR_hemY_coli: heme biosynthesis-associated TPR protein
NC_004347,IOPOJEFP_04127,4495162,4503468,+,TIGR03661,2657,2738,2.4E-19,68.3,0.9560439560439561,T1SS_VCA0849: type I secretion C-terminal target domain (VC_A0849 subclass)
NC_004347,IOPOJEFP_04128,4503574,4505754,+,TIGR03375,23,715,2.8E-280,929.5,0.9956896551724138,type_I_sec_LssB: type I secretion system ATPase
NC_004347,IOPOJEFP_04129,4505747,4507129,+,TIGR01843,26,460,7.1E-159,527.2,0.9976303317535545,"type_I_hlyD: type I secretion membrane fusion protein, HlyD family"
NC_004347,IOPOJEFP_04130,4507156,4508571,+,TIGR01844,28,451,3.1E-100,334.0,0.9758454106280193,"type_I_sec_TolC: type I secretion outer membrane protein, TolC family"
NC_004347,IOPOJEFP_04138,4512645,4515275,+,TIGR00254,450,613,5.4E-41,138.1,0.9761904761904762,GGDEF: diguanylate cyclase (GGDEF) domain
NC_004347,IOPOJEFP_04139,4515501,4517516,-,TIGR01074,2,668,0.0,1105.0,0.9985029940119761,rep: ATP-dependent DNA helicase Rep
NC_004347,IOPOJEFP_04141,4518434,4519552,+,TIGR01730,44,357,4.9E-76,253.7,0.9968944099378882,"RND_mfp: efflux transporter, RND family, MFP subunit"
NC_004347,IOPOJEFP_04156,4535665,4537302,-,TIGR01124,33,534,6.4E-231,765.2,0.9979959919839679,"ilvA_2Cterm: threonine ammonia-lyase, biosynthetic"
NC_004347,IOPOJEFP_04157,4537304,4539163,-,TIGR00110,18,613,1.6E-251,833.6,0.996316758747698,ilvD: dihydroxy-acid dehydratase
NC_004347,IOPOJEFP_04159,4539499,4541172,-,TIGR00118,8,552,8.7E-208,689.2,0.9964093357271095,"acolac_lg: acetolactate synthase, large subunit, biosynthetic type"
NC_004347,IOPOJEFP_04161,4541751,4543229,-,TIGR00465,36,367,6.4E-121,401.1,0.9904458598726115,ilvC: ketol-acid reductoisomerase
NC_004347,IOPOJEFP_04169,4550389,4551006,-,TIGR02951,6,167,8.9E-81,267.6,1.0,"DMSO_dmsB: dimethylsulfoxide reductase, chain B"
NC_004347,IOPOJEFP_04171,4553632,4555602,-,TIGR03509,51,656,2.2E-180,599.4,1.0,"OMP_MtrB_PioB: decaheme-associated outer membrane protein, MtrB/PioB family"
NC_004347,IOPOJEFP_04172,4555614,4556528,-,TIGR03508,44,298,7.7E-92,305.3,1.0,"decahem_SO: decaheme c-type cytochrome, DmsE family"
NC_004347,IOPOJEFP_04175,4558251,4560326,+,TIGR00643,26,662,8.6E-232,769.2,0.9984101748807631,recG: ATP-dependent DNA helicase RecG
NC_004347,IOPOJEFP_04193,4577309,4578034,+,TIGR01831,5,241,1.5E-139,461.1,1.0,fabG_rel: putative 3-oxoacyl-(acyl-carrier-protein) reductase
NC_004347,IOPOJEFP_04206,4590997,4591434,-,TIGR02447,11,143,8.5E-53,175.9,1.0,yiiD_Cterm: putative thioesterase domain
NC_004347,IOPOJEFP_04207,4591460,4591897,-,TIGR00256,1,145,5.2E-66,219.6,0.9931506849315068,TIGR00256: D-tyrosyl-tRNA(Tyr) deacylase
NC_004347,IOPOJEFP_04210,4593684,4594571,-,TIGR00765,20,276,1.5E-85,285.1,0.9884169884169884,yihY_not_rbn: YihY family inner membrane protein
NC_004347,IOPOJEFP_04214,4597199,4599385,-,TIGR00198,10,727,0.0,1263.3,0.9930167597765364,cat_per_HPI: catalase/peroxidase HPI
NC_004347,IOPOJEFP_04215,4599751,4600785,+,TIGR00254,169,335,5.0E-53,177.2,0.9821428571428571,GGDEF: diguanylate cyclase (GGDEF) domain
NC_004347,IOPOJEFP_04216,4600874,4602685,-,TIGR01394,5,599,6.2E-292,967.1,1.0,TypA_BipA: GTP-binding protein TypA/BipA
NC_004347,IOPOJEFP_04217,4603663,4605072,+,TIGR00653,5,468,2.3E-206,683.9,0.9978354978354979,"GlnA: glutamine synthetase, type I"
NC_004347,IOPOJEFP_04222,4609217,4610560,+,TIGR00770,5,446,5.2E-156,517.9,0.9976744186046511,"Dcu: transporter, anaerobic C4-dicarboxylate uptake (Dcu) family"
NC_004347,IOPOJEFP_04230,4615937,4617115,+,TIGR00254,226,385,1.6E-47,159.3,0.9642857142857143,GGDEF: diguanylate cyclase (GGDEF) domain
NC_004347,IOPOJEFP_04231,4617120,4617806,-,TIGR01621,2,217,2.8E-72,240.4,0.9815668202764977,"RluA-like: pseudouridine synthase Rlu family protein, TIGR01621"
NC_004347,IOPOJEFP_04252,4637297,4637977,-,TIGR02141,7,216,6.2E-75,249.3,1.0,"modB_ABC: molybdate ABC transporter, permease protein"
NC_004347,IOPOJEFP_04253,4637986,4638777,-,TIGR01256,37,257,1.0E-48,164.1,1.0,"modA: molybdate ABC transporter, periplasmic molybdate-binding protein"
NC_004347,IOPOJEFP_04255,4639278,4639529,-,TIGR01682,2,83,2.0E-22,77.8,1.0,"moaD: molybdopterin converting factor, subunit 1"
NC_004347,IOPOJEFP_04256,4639549,4640028,-,TIGR00581,5,153,1.5E-70,233.7,1.0,moaC: molybdenum cofactor biosynthesis protein C
NC_004347,IOPOJEFP_04257,4640142,4641122,-,TIGR02666,4,326,2.1E-105,350.3,1.0,moaA: molybdenum cofactor biosynthesis protein A
NC_004347,IOPOJEFP_04262,4646596,4648053,-,TIGR00254,320,484,7.7E-55,183.1,0.9940476190476191,GGDEF: diguanylate cyclase (GGDEF) domain
NC_004347,IOPOJEFP_04267,4651850,4653949,+,TIGR04344,6,443,1.8E-206,684.2,0.9977477477477478,ovoA_Nterm: 5-histidylcysteine sulfoxide synthase
NC_004347,IOPOJEFP_04274,4660684,4662099,+,TIGR01818,7,468,2.7E-232,769.5,1.0,ntrC: nitrogen regulation protein NR(I)
NC_004347,IOPOJEFP_04275,4662169,4662735,-,TIGR01414,93,163,2.1E-5,21.7,0.17824074074074073,autotrans_barl: outer membrane autotransporter barrel domain
NC_004347,IOPOJEFP_04276,4663358,4664248,-,TIGR01297,16,289,1.2E-65,219.6,0.9754385964912281,CDF: cation diffusion facilitator family transporter
NC_004347,IOPOJEFP_04311,4700270,4700467,+,TIGR02811,1,63,7.0E-27,91.5,1.0,formate_TAT: formate dehydrogenase region TAT target
NC_004347,IOPOJEFP_04314,4704007,4705035,+,TIGR01583,129,333,6.8E-48,161.3,0.9852941176470589,"formate-DH-gamm: formate dehydrogenase, gamma subunit"
NC_004347,IOPOJEFP_04315,4705415,4705615,+,TIGR02811,1,64,2.3E-26,89.9,1.0,formate_TAT: formate dehydrogenase region TAT target
NC_004347,IOPOJEFP_04316,4705633,4708485,+,TIGR01409,20,42,4.7E-4,18.4,0.7586206896551724,TAT_signal_seq: Tat (twin-arginine translocation) pathway signal sequence
NC_004347,IOPOJEFP_04318,4709161,4710144,+,TIGR01583,113,318,7.2E-48,161.2,0.9852941176470589,"formate-DH-gamm: formate dehydrogenase, gamma subunit"
NC_004347,IOPOJEFP_04330,4724179,4724643,+,TIGR00185,1,152,1.3E-58,195.2,0.987012987012987,tRNA_yibK_trmL: tRNA (cytidine(34)-2'-O)-methyltransferase
NC_004347,IOPOJEFP_04339,4734051,4738955,-,TIGR03501,1608,1629,9.5E-5,20.9,1.0,GlyGly_CTERM: GlyGly-CTERM domain
NC_004347,IOPOJEFP_04351,4747951,4750068,+,TIGR00254,274,437,2.0E-34,116.6,0.9761904761904762,GGDEF: diguanylate cyclase (GGDEF) domain
NC_004347,IOPOJEFP_04353,4751082,4752290,-,TIGR00710,7,383,2.8E-73,245.5,0.9688311688311688,"efflux_Bcr_CflA: drug resistance transporter, Bcr/CflA subfamily"
NC_004347,IOPOJEFP_04362,4760835,4761446,+,TIGR01352,122,199,8.1E-20,68.9,0.9868421052631579,tonB_Cterm: TonB family C-terminal domain
NC_004347,IOPOJEFP_04365,4763724,4764665,-,TIGR03148,2,313,2.6E-108,360.0,1.0,"cyt_nit_nrfD: cytochrome c nitrite reductase, NrfD subunit"
NC_004347,IOPOJEFP_04369,4766997,4768718,+,TIGR00173,13,446,1.2E-141,470.9,0.9954022988505747,menD: 2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase
NC_004347,IOPOJEFP_04370,4768718,4769518,+,TIGR03695,12,261,3.2E-81,270.4,0.9920634920634921,"menH_SHCHC: 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase"
NC_004347,IOPOJEFP_04371,4769569,4770693,+,TIGR01927,83,343,2.1E-51,173.0,0.8403908794788274,menC_gamma/gm+: o-succinylbenzoate synthase
NC_004347,IOPOJEFP_04372,4770701,4772146,+,TIGR01923,44,474,3.2E-107,357.1,0.995475113122172,menE: O-succinylbenzoate-CoA ligase
NC_004347,IOPOJEFP_04380,4778239,4779096,-,TIGR02392,18,284,1.4E-128,426.2,0.9925925925925926,rpoH_proteo: alternative sigma factor RpoH
NC_004347,IOPOJEFP_04382,4780289,4780990,-,TIGR02673,1,214,1.1E-86,287.9,1.0,FtsE: cell division ATP-binding protein FtsE
NC_004347,IOPOJEFP_04383,4780994,4782526,-,TIGR00064,231,503,5.5E-111,368.2,1.0,ftsY: signal recognition particle-docking protein FtsY
NC_004347,IOPOJEFP_04384,4782794,4783441,+,TIGR00095,21,203,2.9E-58,194.7,0.9587628865979382,TIGR00095: 16S rRNA (guanine(966)-N(2))-methyltransferase RsmD
NC_004347,IOPOJEFP_04393,4788302,4789786,+,TIGR01730,178,478,4.1E-38,129.1,0.9782608695652174,"RND_mfp: efflux transporter, RND family, MFP subunit"
NC_004347,IOPOJEFP_04394,4789796,4792933,+,TIGR00914,1,1042,0.0,1215.8,0.9904852521408183,"2A0601: heavy metal efflux pump, CzcA family"
NC_004347,IOPOJEFP_04397,4795349,4796605,-,TIGR00837,19,399,1.7E-144,479.8,1.0,araaP: aromatic amino acid transport protein
NC_004347,IOPOJEFP_04398,4796598,4799027,-,TIGR03703,12,797,0.0,1176.7,0.9987484355444305,plsB: glycerol-3-phosphate O-acyltransferase
NC_004347,IOPOJEFP_04399,4799189,4799809,+,TIGR00498,1,203,1.3E-79,264.5,0.9950738916256158,lexA: repressor LexA
NC_004347,IOPOJEFP_04401,4800723,4802264,+,TIGR02866,31,249,1.5E-56,189.1,0.9851485148514851,"CoxB: cytochrome c oxidase, subunit II"
NC_004347,IOPOJEFP_04402,4802279,4803871,+,TIGR02891,26,529,2.5E-215,713.8,1.0,"CtaD_CoxA: cytochrome c oxidase, subunit I"
NC_004347,IOPOJEFP_04409,4808064,4808966,+,TIGR01473,18,296,8.3E-99,328.8,1.0,cyoE_ctaB: protoheme IX farnesyltransferase
NC_004347,IOPOJEFP_04412,4810772,4812139,+,TIGR00797,27,415,3.3E-79,264.6,0.9722222222222222,matE: MATE efflux family protein
NC_004347,IOPOJEFP_04414,4814217,4814795,-,TIGR03341,2,191,3.6E-98,324.9,0.9947368421052631,YhgI_GntY: IscR-regulated protein YhgI
NC_004347,IOPOJEFP_04415,4815047,4816795,-,TIGR01813,134,578,2.0E-178,591.6,1.0,flavo_cyto_c: flavocytochrome c
NC_004347,IOPOJEFP_04421,4821467,4822258,+,TIGR01738,17,254,2.4E-80,267.7,0.9836734693877551,bioH: pimelyl-[acyl-carrier protein] methyl ester esterase
NC_004347,IOPOJEFP_04425,4827607,4828110,-,TIGR01461,3,156,1.4E-69,230.7,0.9871794871794872,greB: transcription elongation factor GreB
NC_004347,IOPOJEFP_04435,4838115,4838372,-,TIGR01552,5,56,7.2E-11,39.3,0.9622641509433962,phd_fam: prevent-host-death family protein
NC_004347,IOPOJEFP_04438,4841297,4842214,-,TIGR03501,281,301,8.2E-4,18.0,0.9545454545454546,GlyGly_CTERM: GlyGly-CTERM domain
NC_004347,IOPOJEFP_04445,4848025,4849038,+,TIGR00971,19,331,8.4E-144,476.5,0.9904761904761905,"3a0106s03: sulfate ABC transporter, sulfate-binding protein"
NC_004347,IOPOJEFP_04446,4849101,4849925,+,TIGR02139,9,272,5.8E-127,420.7,0.9962264150943396,"permease_CysT: sulfate ABC transporter, permease protein CysT"
NC_004347,IOPOJEFP_04447,4849930,4850781,+,TIGR02140,18,277,1.8E-121,402.6,0.9961685823754789,"permease_CysW: sulfate ABC transporter, permease protein CysW"
NC_004347,IOPOJEFP_04448,4850809,4851873,+,TIGR00968,3,241,6.5E-120,397.0,0.9915611814345991,"3a0106s01: sulfate ABC transporter, ATP-binding protein"
NC_004347,IOPOJEFP_04450,4852483,4856028,-,TIGR00254,755,914,1.4E-46,156.3,0.9642857142857143,GGDEF: diguanylate cyclase (GGDEF) domain
NC_004347,IOPOJEFP_04461,4864119,4864778,+,TIGR03598,12,199,4.0E-69,230.0,0.989247311827957,GTPase_YsxC: ribosome biogenesis GTP-binding protein YsxC
NC_004347,IOPOJEFP_04462,4865828,4868596,-,TIGR00593,9,922,6.1E-282,936.1,1.0,pola: DNA polymerase I
NC_004347,IOPOJEFP_04464,4869718,4870560,-,TIGR04239,4,275,2.1E-112,373.3,0.992619926199262,rhombo_GlpG: rhomboid family protease GlpG
NC_004347,IOPOJEFP_04466,4870961,4871986,-,TIGR00692,3,340,4.9E-178,589.3,1.0,tdh: L-threonine 3-dehydrogenase
NC_004347,IOPOJEFP_04467,4871998,4873191,-,TIGR01822,6,397,2.0E-208,690.0,1.0,2am3keto_CoA: glycine C-acetyltransferase
NC_004347,IOPOJEFP_04476,4882679,4883170,+,TIGR01510,4,157,2.0E-61,204.5,0.9935483870967742,coaD_prev_kdtB: pantetheine-phosphate adenylyltransferase
NC_004347,IOPOJEFP_04479,4886079,4887308,-,TIGR03026,23,399,1.2E-100,335.2,0.9612590799031477,NDP-sugDHase: nucleotide sugar dehydrogenase
NC_004347,IOPOJEFP_04483,4891484,4894618,-,TIGR00915,1,1038,0.0,1732.5,0.9923809523809524,"2A0602: RND transporter, hydrophobe/amphiphile efflux-1 (HAE1) family"
NC_004347,IOPOJEFP_04484,4894628,4895776,-,TIGR01730,39,371,3.7E-86,286.9,0.9906832298136646,"RND_mfp: efflux transporter, RND family, MFP subunit"
NC_004347,IOPOJEFP_04485,4896544,4897281,+,TIGR02001,1,245,3.1E-82,273.7,1.0,gcw_chp: conserved hypothetical protein
NC_004347,IOPOJEFP_04492,4903736,4905091,+,TIGR01421,4,451,8.0E-207,685.8,0.9977777777777778,gluta_reduc_1: glutathione-disulfide reductase
NC_004347,IOPOJEFP_04503,4916558,4917916,+,TIGR00543,102,449,7.6E-100,332.5,0.997134670487106,isochor_syn: isochorismate synthase
NC_004347,IOPOJEFP_04505,4918915,4919574,+,TIGR00697,12,204,2.1E-56,188.9,0.9800995024875622,TIGR00697: conserved hypothetical integral membrane protein
NC_004347,IOPOJEFP_04512,4926422,4927015,+,TIGR02665,5,187,2.1E-77,257.3,0.9946236559139785,molyb_mobA: molybdenum cofactor guanylyltransferase
NC_004347,IOPOJEFP_04513,4927046,4928845,+,TIGR00176,13,172,4.5E-41,138.4,0.9870967741935484,mobB: molybdopterin-guanine dinucleotide biosynthesis protein B
NC_004347,IOPOJEFP_04514,4928862,4929845,+,TIGR02666,4,327,4.4E-112,372.3,1.0,moaA: molybdenum cofactor biosynthesis protein A
NC_004347,IOPOJEFP_04516,4930407,4931222,+,TIGR00577,1,269,2.4E-93,310.4,1.0,fpg: DNA-formamidopyrimidine glycosylase
NC_004347,IOPOJEFP_04520,4934174,4935514,+,TIGR00538,2,446,6.1E-199,659.5,0.9845814977973568,hemN: oxygen-independent coproporphyrinogen III oxidase
NC_004347,IOPOJEFP_04521,4935584,4936579,-,TIGR01430,7,328,1.9E-105,350.4,0.9907120743034056,aden_deam: adenosine deaminase
NC_004347,IOPOJEFP_04524,4939634,4942084,-,TIGR00229,252,376,2.9E-10,38.3,0.9603174603174603,sensory_box: PAS domain S-box protein
NC_004347,IOPOJEFP_04528,4948034,4949461,-,TIGR02745,44,475,1.1E-185,615.7,1.0,ccoG_rdxA_fixG: cytochrome c oxidase accessory protein CcoG
NC_004347,IOPOJEFP_04530,4950022,4950924,+,TIGR01929,22,296,3.1E-117,388.7,1.0,menB: naphthoate synthase
NC_004347,IOPOJEFP_04532,4951376,4953205,-,TIGR01135,2,609,1.9E-261,866.8,1.0,glmS: glutamine-fructose-6-phosphate transaminase (isomerizing)
NC_004347,IOPOJEFP_04534,4954256,4956376,-,TIGR01783,61,706,2.6E-83,278.7,1.0,TonB-siderophor: TonB-dependent siderophore receptor
NC_004347,IOPOJEFP_04535,4956634,4957998,-,TIGR01173,4,451,7.9E-192,636.0,0.995575221238938,glmU: UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase
NC_004347,IOPOJEFP_04536,4958169,4958597,-,TIGR01216,5,134,1.6E-41,139.3,1.0,"ATP_synt_epsi: ATP synthase F1, epsilon subunit"
NC_004347,IOPOJEFP_04537,4958634,4960025,-,TIGR01039,3,461,2.0E-258,855.6,0.9956709956709957,"atpD: ATP synthase F1, beta subunit"
NC_004347,IOPOJEFP_04538,4960061,4960921,-,TIGR01146,1,286,5.8E-111,368.8,1.0,"ATPsyn_F1gamma: ATP synthase F1, gamma subunit"
NC_004347,IOPOJEFP_04539,4960972,4962513,-,TIGR00962,2,512,1.9E-255,846.2,0.9980119284294234,"atpA: ATP synthase F1, alpha subunit"
NC_004347,IOPOJEFP_04540,4962528,4963061,-,TIGR01145,7,175,9.9E-56,186.6,1.0,"ATP_synt_delta: ATP synthase F1, delta subunit"
NC_004347,IOPOJEFP_04541,4963078,4963548,-,TIGR01144,10,156,3.5E-57,190.4,1.0,"ATP_synt_b: ATP synthase F0, B subunit"
NC_004347,IOPOJEFP_04542,4963587,4963838,-,TIGR01260,20,75,3.2E-29,98.7,0.9655172413793104,"ATP_synt_c: ATP synthase F0, C subunit"
NC_004347,IOPOJEFP_04543,4963909,4964703,-,TIGR01131,25,259,6.7E-47,158.2,0.9559471365638766,"ATP_synt_6_or_A: ATP synthase F0, A subunit"
NC_004347,IOPOJEFP_04545,4965325,4966203,-,TIGR00180,36,211,7.0E-60,199.9,0.9731182795698925,parB_part: ParB/RepB/Spo0J family partition protein
NC_004347,IOPOJEFP_04547,4967077,4967697,-,TIGR00138,27,202,5.8E-51,170.7,0.9726775956284153,rsmG_gidB: 16S rRNA (guanine(527)-N(7))-methyltransferase RsmG
NC_004347,IOPOJEFP_04548,4967815,4969704,-,TIGR00136,7,622,8.7E-286,947.1,0.9983766233766234,gidA: tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA
NC_004349,IOPOJEFP_04572,19154,19453,+,TIGR02607,5,83,1.0E-21,74.6,0.9753086419753086,"antidote_HigA: addiction module antidote protein, HigA family"
NC_004349,IOPOJEFP_04626,61181,61423,+,TIGR02606,4,71,6.7E-28,94.5,0.9857142857142858,"antidote_CC2985: putative addiction module antidote protein, CC2985 family"
NC_004349,IOPOJEFP_04636,67295,67555,+,TIGR01552,4,51,2.4E-13,47.2,0.9245283018867925,phd_fam: prevent-host-death family protein
NC_004349,IOPOJEFP_04701,140488,143625,-,TIGR00914,1,1043,0.0,1222.4,0.9914367269267365,"2A0601: heavy metal efflux pump, CzcA family"
NC_004349,IOPOJEFP_04702,143635,145176,-,TIGR01730,323,497,2.4E-31,106.9,0.5434782608695652,"RND_mfp: efflux transporter, RND family, MFP subunit"
NC_004349,IOPOJEFP_04708,148058,148897,-,TIGR02821,5,277,6.3E-125,414.2,0.9963636363636363,fghA_ester_D: S-formylglutathione hydrolase
NC_004349,IOPOJEFP_04709,148985,150115,-,TIGR02818,7,374,2.6E-225,745.3,1.0,adh_III_F_hyde: S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase
